name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Porto,2018-01-01T00:00:00,9.6,8.3,8.6,93.41,0,,,,,,9,202,1032.8,44.3,9.8,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T01:00:00,8.7,7.1,7.7,92.92,0,,,,,,10.4,128,1033.2,46.2,8.9,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T02:00:00,8.7,6.8,7.7,93.5,0,,,,,,12,120,1032.8,46.2,9.8,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T03:00:00,7.8,5.9,6.9,93.92,0,,,,,,10.9,133,1032.7,79.9,9.9,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T04:00:00,9.6,7.5,8.6,93.67,0,,,,,,14.1,185,1033,81.8,8.1,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T05:00:00,10.6,10.6,9.6,93.56,0,,,,,,12.6,218,1032.7,81.8,9.1,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T06:00:00,10.7,10.7,9.7,93.54,0,,,,0,,17.3,183,1032.8,80.8,8.2,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T07:00:00,11.6,11.6,10.5,93,0,,,,,,17.6,190,1032.9,81.8,7.3,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T08:00:00,10.9,10.9,10.9,99.74,0.2,,,,,,18.1,192,1033.2,85,5,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T09:00:00,12.6,12.6,11.7,93.87,9.3,,,,,,14.6,218,1033.6,85.4,3.6,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T10:00:00,13.6,13.6,11.7,88.53,0.07,,,,,,16,219,1033.9,85.4,9.7,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T11:00:00,13.7,13.7,11.8,88.53,0.3,,,,,,14.5,223,1034.1,85.4,9.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T12:00:00,13.9,13.9,12.8,93.23,0.11,,,,,,11.1,232,1033.9,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T13:00:00,14.8,14.8,11.9,82.71,0.36,,,,,,12.7,242,1033.5,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T14:00:00,14.9,14.9,12.9,88.06,0.2,,,,,,11,242,1033,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T15:00:00,14.9,14.9,11.1,78.28,0.1,,,,,,10.8,260,1032.7,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T16:00:00,14.9,14.9,12,83.05,0.2,,,,,,8.6,225,1032.7,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T17:00:00,13.9,13.9,12,88.34,0,,,,,,9.4,223,1032.7,77.2,8.3,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T18:00:00,13.9,13.9,11,82.77,,,,,,,8.9,245,1033.2,85.4,9.8,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T19:00:00,13.8,13.8,11,83.34,0,,,,,,8.9,234,1033.7,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T20:00:00,13.8,13.8,11,83.3,0,,,,,,7.7,215,1034,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T21:00:00,13.8,13.8,11.8,87.91,0,,,,,,9.2,221,1034.2,84.5,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-01T22:00:00,13.8,13.8,11,83.45,0,,,,,,10.5,243,1034.3,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-01T23:00:00,13.7,13.7,11.8,88.39,0,,,,,,13.8,221,1034.3,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T00:00:00,13.8,13.8,11.9,88.38,0,,,,,,14.5,211,1034.3,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T01:00:00,13.8,13.8,11.9,88.39,0,,,,,,15.8,221,1033.8,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T02:00:00,13.8,13.8,12.8,93.55,0,,,,,,17.1,220,1033.5,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T03:00:00,12.9,12.9,11.9,93.39,0.1,,,,,,15.9,210,1033.6,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T04:00:00,12.9,12.9,11.9,93.71,0.69,,,,,,12.4,202,1033.2,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T05:00:00,13.8,13.8,11.9,88.63,0.33,,,,,,17.1,204,1032.9,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T06:00:00,13.8,13.8,12.8,93.74,0.49,,,,0,,14.3,201,1033,85.4,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T07:00:00,13.8,13.8,12.8,93.86,1.01,,,,,,12.6,194,1033.2,85.4,6.4,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T08:00:00,12.9,12.9,12.8,99.33,0.56,,,,,,17.4,193,1033.5,85.4,5.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T09:00:00,12.9,12.9,12.8,99.24,,,,,,,21.1,200,1034.1,88.3,5.8,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T10:00:00,13.8,13.8,12.9,94.45,0.2,,,,,,19.5,201,1034.1,85.4,2.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T11:00:00,13.9,13.9,13,93.89,0.72,,,,,,17.8,192,1034.3,86.5,1.1,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T12:00:00,13.9,13.9,13.9,99.81,5.44,,,,,,20,211,1034.1,89.3,1.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T13:00:00,14,14,13.9,99.97,0.56,,,,,,16.3,220,1033,85.4,1.3,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T14:00:00,14,14,14,99.61,0.39,,,,,,14.5,229,1032.6,95.1,4.9,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T15:00:00,14.9,14.9,14,94.13,0.8,,,,,,13,213,1032.7,88.3,5.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T16:00:00,14.9,14.9,13.9,93.88,0.7,,,,,,12.7,202,1032.8,85.4,4.7,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T17:00:00,14.9,14.9,14,93.96,0.76,,,,,,14.1,213,1033.2,85.4,3,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T18:00:00,14.9,14.9,14.8,99.81,0.89,,,,,,14.1,212,1033.5,88.3,5,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T19:00:00,14.9,14.9,14,93.98,0.4,,,,,,15.9,222,1033.6,85.4,4.3,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T20:00:00,14.9,14.9,14,93.98,0.17,,,,,,14.2,213,1033.7,85.4,3.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T21:00:00,14.9,14.9,14,94.34,,,,,,,14.5,212,1033.6,86.4,2.4,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-02T22:00:00,14.9,14.9,14.8,99.41,0.05,,,,,,14.4,213,1033.6,95.1,3.3,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-02T23:00:00,14.9,14.9,14.8,99.41,0.25,,,,,,12.7,222,1033.6,95.1,2.5,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T00:00:00,14,14,14,99.52,0.84,,,,,,12.9,223,1033.7,96,6.7,,,0,,"Rain, Overcast",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T01:00:00,14.9,14.9,14,93.94,0.13,,,,,,11,215,1033.6,95.1,7.1,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T02:00:00,14.9,14.9,14,93.93,0.34,,,,,,9.4,221,1033.4,85.4,4.4,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T03:00:00,14.9,14.9,14.9,99.8,0.36,,,,,,11.2,213,1033.5,96,7,,,0,,"Rain, Overcast",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T04:00:00,14.9,14.9,14.9,99.97,0.31,,,,,,12.7,223,1033.2,95.1,3.1,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T05:00:00,14.9,14.9,14.8,99.48,0.05,,,,,,14.3,216,1033.1,95.1,3.3,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T06:00:00,14.9,14.9,14.9,99.78,0.39,,,,0,,7.8,225,1032.9,96,4.9,,,0,,"Rain, Overcast",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T07:00:00,14.9,14.9,14,93.96,0.05,,,,,,7.5,234,1033.3,95.1,3,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T08:00:00,14.9,14.9,14.9,99.98,0.53,,,,,,9.2,222,1033.8,86.4,2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T09:00:00,14.9,14.9,14.9,99.8,,,,,,,10.7,231,1034.2,88.3,2,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T10:00:00,14.9,14.9,14.8,99.41,0.1,,,,,,10.9,215,1034.7,86.4,3.7,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T11:00:00,14.9,14.9,14.9,100,0.05,,,,,,14.1,223,1035.1,87.3,2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T12:00:00,15,15,15,99.82,0.09,,,,,,11.4,232,1034.9,89.3,2,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T13:00:00,15,15,14.9,99.94,0.3,,,,,,12.7,225,1034.1,87.3,3.8,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T14:00:00,15,15,15,99.94,0.13,,,,,,10.9,216,1033.4,88.3,4.7,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T15:00:00,15,15,15,99.73,0.32,,,,,,7.9,241,1033.2,89.2,3.8,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T16:00:00,14.9,14.9,14.9,99.88,0,,,,,,10.7,223,1033.1,87.4,7.4,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T17:00:00,14.9,14.9,14.9,99.91,0.07,,,,,,8.9,226,1033,87.3,5.6,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T18:00:00,14.9,14.9,14.9,99.67,0.09,,,,,,7.2,229,1032.8,89.2,6.5,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T19:00:00,14.9,14.9,14.9,99.97,0.1,,,,,,7.5,205,1033,85.4,7.5,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T20:00:00,14.9,14.9,14.9,99.97,0.07,,,,,,7.4,202,1033.1,85.4,8.4,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T21:00:00,14.9,14.9,14,94.36,,,,,,,11,193,1032.9,85.4,9.5,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-03T22:00:00,13.9,13.9,13.9,99.98,0.1,,,,,,10.9,194,1032.9,85.4,8.6,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-03T23:00:00,13.9,13.9,13.9,99.97,0.36,,,,,,12,201,1032.6,85.4,5.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T00:00:00,14,14,13.9,99.86,0.84,,,,,,11.1,219,1032.2,86.4,3.3,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T01:00:00,13.9,13.9,13.9,99.99,0,,,,,,12.2,212,1031.3,85.4,5.9,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T02:00:00,13.9,13.9,13.9,99.97,0.05,,,,,,12,223,1030.7,85.4,8.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T03:00:00,14,14,13.9,99.81,0.36,,,,,,11,234,1030.7,86.4,8.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T04:00:00,13.9,13.9,13.9,99.82,0.7,,,,,,14.1,195,1030.3,85.4,2.8,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T05:00:00,14.8,14.8,14.8,99.91,0,,,,,,10.9,204,1030,85.4,3.7,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T06:00:00,13.9,13.9,13.9,99.72,0,,,,0,,14.1,211,1029.7,86.4,3.7,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T07:00:00,14.8,14.8,14.8,99.9,0.2,,,,,,12.5,213,1029.4,86.4,1.3,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T08:00:00,14.8,14.8,14.8,99.69,0.1,,,,,,12.6,204,1029.4,86.4,2.1,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T09:00:00,14.9,14.9,14.8,99.61,,,,,,,16,195,1029.5,99.9,1.5,,,0,,Overcast,cloudy,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T10:00:00,14.9,14.9,14.9,99.82,0.65,,,,,,14.2,222,1029.6,97.9,4.1,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T11:00:00,13.2,13.2,13.1,99.85,0.07,,,,,,9.9,284,1029.4,97.1,4.1,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T12:00:00,14,14,13.9,99.69,0,,,,,,13,229,1028.7,90.2,6.9,,,0,,Overcast,cloudy,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T13:00:00,14,14,13.1,94.32,0,,,,,,12.6,207,1027.3,87.4,9.2,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T14:00:00,14.8,14.8,13,88.55,0.4,,,,,,16.9,215,1025.9,97.1,9.6,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T15:00:00,14.8,14.8,12.1,83.68,1.87,,,,,,13,212,1025.8,87.3,9.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T16:00:00,13.9,13.9,12.9,93.57,1,,,,,,16,205,1025.2,85.4,9.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T17:00:00,13.9,13.9,12.9,93.75,0.4,,,,,,17.5,197,1024.9,85.4,9.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T18:00:00,13.9,13.9,12.9,93.64,0,,,,,,17.6,205,1024.6,88.3,9.9,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T19:00:00,13.9,13.9,12,88.52,0,,,,,,19.6,205,1024,85.4,9.9,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T20:00:00,13.9,13.9,12,88.49,0,,,,,,21.2,203,1023.3,85.4,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T21:00:00,13.9,13.9,12,88.51,,,,,,,24.6,195,1022.6,86.4,9.1,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-04T22:00:00,12.9,12.9,11.9,93.73,0,,,,,,24.6,183,1021.7,85.4,9,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-04T23:00:00,12.9,12.9,12.8,99.25,0.6,,,,,,23.1,193,1020.7,85.4,9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T00:00:00,12.9,12.9,12.8,99.2,0.26,,,,,,23.5,193,1019.7,86.4,9.1,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T01:00:00,12.9,12.9,12.9,99.79,0.33,,,,,,29.8,184,1017.8,85.4,9.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T02:00:00,13.8,13.8,12.9,94.35,1.55,,,,,48.2,26.7,204,1016.4,85.4,8.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T03:00:00,13.9,13.9,13,94.29,0.72,,,,,46.8,32.3,205,1015.7,86.4,7.3,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T04:00:00,13.9,13.9,13,94.35,4.27,,,,,61.2,34.1,202,1013.6,85.4,4.4,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T05:00:00,12.1,12.1,11.2,94.37,1.75,,,,,,30.8,318,1012.9,86.4,7.6,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T06:00:00,11.1,11.1,11,99.6,3.07,,,,1.29,86.4,3.3,314,1013,86.4,8.8,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T07:00:00,11,11,10.9,99.25,3.03,,,,,,0.9,22,1012.8,85.4,6.2,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T08:00:00,11,11,10.9,99.3,2,,,,,,4.4,215,1012.9,86.4,8.8,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T09:00:00,11,11,10.9,99.54,,,,,,,5.7,214,1012.9,99,6,,,0,,Overcast,cloudy,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T10:00:00,11,11,10,93.73,0.61,,,,,,18.7,341,1012.8,96.2,9.4,,,0,,"Rain, Overcast",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T11:00:00,10.9,10.9,10,93.69,0.1,,,,,,9.8,342,1012.5,87.5,9.6,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T12:00:00,11,11,9.1,88.43,7.61,,,,,36,7.6,352,1011.9,90.3,9.6,,,0,,"Rain, Overcast",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T13:00:00,11.8,11.8,9,83.02,0.41,,,,,,13.6,350,1011.2,87.5,9.7,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T14:00:00,11.9,11.9,8.1,77.61,0,,,,,,20.7,335,1010.6,87.5,9.8,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T15:00:00,10.9,10.9,7.2,77.77,0.72,,,,,39.6,22.1,350,1010.3,35.7,9.9,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T16:00:00,11,11,6.3,72.52,0,,,,,,13.1,341,1010.1,29.1,10,,,0,,Partially cloudy,partly-cloudy-day,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T17:00:00,10,9.6,6.1,77.01,0.1,,,,,,5.6,342,1009.9,29.1,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T18:00:00,9.9,8.7,5.3,73.14,0,,,,,,8.8,333,1009.5,32.7,10.1,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T19:00:00,8,8,5.1,81.99,0,,,,,,3.6,357,1009.2,27.3,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T20:00:00,8.7,7.1,5,77.39,0,,,,,,10.2,349,1009,46.2,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T21:00:00,7,5.4,4.2,82.51,,,,,,,8.5,10,1008.8,30.9,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-05T22:00:00,7,6.2,5.1,87.85,0,,,,,,5.5,36,1008.8,46.2,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-05T23:00:00,6,4.9,4.1,87.24,0,,,,,,6,61,1008.5,26.3,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-06T00:00:00,5.9,5.9,4.8,92.79,0.18,,,,,,3.7,357,1007.8,29.1,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-06T01:00:00,6.8,4.4,3.9,82.25,0,,,,,,11.8,38,1007.5,28.1,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-06T02:00:00,5.9,5.9,4,87.86,0,,,,,,4.3,28,1007.1,28.1,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
Porto,2018-01-06T03:00:00,5,5,4,93.15,0.63,,,,,46.8,3.7,17,1006.1,28.2,10,,,0,,"Rain, Partially cloudy",rain,"08551099999,08544099999,LPPR,08545099999,08567099999,08560099999"
Porto,2018-01-06T04:00:00,4,4,3,93.33,0,,,,,,0.6,360,1006.3,26.3,10,,,0,,Partially cloudy,partly-cloudy-night,"08551099999,LPPR,08558199999,08545099999,08567099999,08560099999"
